client_code,name,product,status,city,date,type,direction,category,amount,currency
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-01 08:20:23,purchase,out,Кино,4566.75,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-01 12:10:50,purchase,out,Продукты питания,9107.83,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-01 13:50:15,purchase,out,Смотрим дома,4592.34,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-01 21:10:40,purchase,out,Едим дома,4170.7,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-02 12:10:30,purchase,out,Продукты питания,6749.28,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-02 16:50:37,purchase,out,Смотрим дома,3897.64,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-03 10:40:24,purchase,out,Кафе и рестораны,7414.81,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-03 12:10:50,purchase,out,Продукты питания,14243.19,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-03 14:50:25,purchase,out,Едим дома,8458.85,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-03 16:10:22,purchase,out,Едим дома,3742.89,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-04 09:40:10,purchase,out,Едим дома,5476.14,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-04 12:10:24,purchase,out,Продукты питания,7863.96,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-04 14:10:38,purchase,out,Такси,2855.59,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-04 15:00:28,purchase,out,Кино,3151.19,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-04 15:50:29,purchase,out,Кино,4411.85,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-04 17:00:38,purchase,out,Играем дома,3731.31,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-04 18:10:50,purchase,out,Смотрим дома,3103.87,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-04 21:40:18,purchase,out,Едим дома,6874.89,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-05 12:10:00,purchase,out,Продукты питания,6362.09,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-05 19:00:34,purchase,out,Кафе и рестораны,11978.15,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-07 10:00:05,purchase,out,Такси,2974.56,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-07 12:10:15,purchase,out,Продукты питания,14201.98,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-07 14:50:33,purchase,out,Такси,4298.87,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-07 18:20:10,purchase,out,Едим дома,4001.14,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-07 19:00:09,purchase,out,Едим дома,4422.71,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-08 12:10:59,purchase,out,Продукты питания,22415.8,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-08 15:10:29,purchase,out,Кино,5763.94,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-08 17:00:48,purchase,out,Кафе и рестораны,6777.03,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-09 09:15:31,purchase,out,Такси,4360.07,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-09 12:20:23,purchase,out,Играем дома,4185.63,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-09 12:30:45,purchase,out,Едим дома,4376.33,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-09 14:10:03,purchase,out,Кафе и рестораны,6939.62,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-10 08:50:58,purchase,out,Играем дома,3413.24,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-10 10:00:07,purchase,out,Едим дома,6043.55,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-10 12:10:51,purchase,out,Продукты питания,11884.55,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-10 16:50:32,purchase,out,Кино,6271.55,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-11 12:30:47,purchase,out,Едим дома,4538.47,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-11 17:00:09,purchase,out,Кафе и рестораны,3350.22,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-11 19:00:56,purchase,out,Кафе и рестораны,8226.39,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-11 20:20:25,purchase,out,Играем дома,7671.92,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-11 21:50:14,purchase,out,Такси,6276.25,KZT
46,Арсен,Депозит Накопительный,Стандартный клиент,Кызылорда,2025-06-12 09:15:13,purchase,out,Такси,4699.2,KZT
