client_code,name,product,status,city,date,type,direction,category,amount,currency
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-02 09:50:31,purchase,out,Такси,4601.4,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-02 12:10:14,purchase,out,Продукты питания,14215.53,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-02 13:10:51,purchase,out,Играем дома,5173.37,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-02 21:10:12,purchase,out,Кино,4873.76,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-03 09:15:00,purchase,out,Такси,2586.35,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-03 09:50:36,purchase,out,Кафе и рестораны,4177.63,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-03 12:10:23,purchase,out,Продукты питания,16064.7,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-03 15:20:14,purchase,out,Смотрим дома,3003.14,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-03 19:20:08,purchase,out,Едим дома,4747.13,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-03 21:20:33,purchase,out,Кафе и рестораны,4931.72,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-05 08:20:12,purchase,out,Кафе и рестораны,4978.34,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-05 12:10:03,purchase,out,Продукты питания,17539.38,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-05 12:30:38,purchase,out,Кафе и рестораны,4198.5,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-05 18:30:34,purchase,out,Смотрим дома,6178.44,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-05 20:20:57,purchase,out,Кафе и рестораны,5432.16,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-06 12:10:34,purchase,out,Продукты питания,28317.59,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-06 21:40:57,purchase,out,Такси,5126.23,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-07 09:15:25,purchase,out,Такси,10308.26,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-07 12:10:04,purchase,out,Продукты питания,8255.95,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-07 12:10:31,purchase,out,Такси,4399.18,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-07 17:20:29,purchase,out,Кино,4537.77,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-07 18:30:07,purchase,out,АЗС,41055.96,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-08 12:10:43,purchase,out,Продукты питания,26939.87,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-08 16:20:43,purchase,out,Едим дома,5365.27,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-08 19:00:17,purchase,out,Кафе и рестораны,12012.6,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-09 09:15:34,purchase,out,Такси,5212.04,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-09 10:40:23,purchase,out,Смотрим дома,9431.42,KZT
51,Жанат,Инвестиции,Зарплатный клиент,Шымкент,2025-06-09 19:50:55,purchase,out,Кафе и рестораны,4537.92,KZT
