client_code,name,product,status,city,date,type,direction,category,amount,currency
25,Адиль,Кредит наличными,зп,Алматы,2025-06-01 09:50:22,purchase,out,Кино,6235.31,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-01 13:30:06,purchase,out,Едим дома,4269.42,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-01 14:20:51,purchase,out,Едим дома,4983.21,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-01 15:20:45,purchase,out,Такси,5693.98,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-01 15:30:07,purchase,out,Кафе и рестораны,3378.13,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-01 19:00:12,purchase,out,Кафе и рестораны,9036.89,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-05 09:10:53,purchase,out,Едим дома,5500.2,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-05 09:50:04,purchase,out,Такси,5204.43,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-05 12:10:56,purchase,out,Продукты питания,6092.7,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-05 12:50:15,purchase,out,Такси,4484.25,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-05 16:20:31,purchase,out,Такси,3347.28,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-05 18:40:50,purchase,out,Смотрим дома,5131.21,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-05 19:00:08,purchase,out,Кафе и рестораны,9679.22,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 09:15:41,purchase,out,Такси,4793.22,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 09:30:00,purchase,out,Играем дома,6059.56,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 09:30:51,purchase,out,Смотрим дома,6497.22,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 12:10:26,purchase,out,Продукты питания,12214.63,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 15:10:23,purchase,out,Кино,3759.38,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 16:00:48,purchase,out,Кафе и рестораны,5756.26,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 18:30:30,purchase,out,Смотрим дома,4264.26,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 18:30:42,purchase,out,АЗС,19919.25,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-06 19:50:00,purchase,out,Такси,6370.98,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-08 09:15:24,purchase,out,Такси,1706.47,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-08 10:20:01,purchase,out,Смотрим дома,5277.66,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-08 12:10:16,purchase,out,Продукты питания,22228.03,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-08 13:10:20,purchase,out,Кино,3100.38,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-08 15:00:34,purchase,out,Играем дома,7264.58,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-08 18:30:20,purchase,out,Кино,3894.39,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-08 19:00:20,purchase,out,Кафе и рестораны,13027.23,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-08 20:10:57,purchase,out,Едим дома,5799.6,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-09 12:10:43,purchase,out,Продукты питания,16646.93,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-09 14:40:15,purchase,out,Такси,4572.71,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-09 19:00:02,purchase,out,Кафе и рестораны,12621.7,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-09 19:10:41,purchase,out,Кафе и рестораны,3858.75,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-10 11:50:07,purchase,out,Кино,5553.75,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-10 12:10:11,purchase,out,Продукты питания,19989.02,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-10 18:20:51,purchase,out,Играем дома,6417.88,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-10 20:20:26,purchase,out,Играем дома,3033.47,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-10 21:40:33,purchase,out,Кино,4315.31,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-11 08:30:52,purchase,out,Кафе и рестораны,4850.21,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-11 09:15:15,purchase,out,Такси,11928.92,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-11 10:50:27,purchase,out,Кафе и рестораны,6825.94,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-11 12:10:25,purchase,out,Продукты питания,15066.96,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-12 09:15:42,purchase,out,Такси,5672.95,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-12 12:10:24,purchase,out,Продукты питания,14229.61,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-12 18:00:03,purchase,out,Такси,4373.76,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-12 19:00:15,purchase,out,Кафе и рестораны,10867.27,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-14 12:10:56,purchase,out,Продукты питания,23094.92,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-16 12:10:20,purchase,out,Продукты питания,24717.89,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-16 17:00:40,purchase,out,Кино,5006.48,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-17 10:20:15,purchase,out,Играем дома,6482.83,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-17 12:40:19,purchase,out,Смотрим дома,4637.8,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-17 12:40:27,purchase,out,Смотрим дома,7410.31,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-17 15:50:50,purchase,out,Играем дома,3867.19,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-17 18:30:37,purchase,out,АЗС,13551.92,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-18 08:10:38,purchase,out,Кино,3838.21,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-18 10:40:14,purchase,out,Смотрим дома,4703.98,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-18 12:10:20,purchase,out,Продукты питания,9273.27,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-18 15:00:56,purchase,out,Такси,3921.39,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-18 17:50:54,purchase,out,Смотрим дома,6743.07,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-20 09:10:34,purchase,out,Такси,3981.77,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-20 12:10:07,purchase,out,Продукты питания,13284.65,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-20 12:10:20,purchase,out,Смотрим дома,5559.22,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-20 13:00:27,purchase,out,Кафе и рестораны,7026.26,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-20 15:40:48,purchase,out,Играем дома,6053.06,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-20 20:00:20,purchase,out,Такси,5366.0,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-23 08:50:04,purchase,out,Кафе и рестораны,4580.16,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-23 09:15:53,purchase,out,Такси,3146.96,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-23 12:10:41,purchase,out,Играем дома,7643.47,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-23 20:30:39,purchase,out,Такси,6357.43,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-25 09:10:22,purchase,out,Такси,4920.81,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-25 12:10:13,purchase,out,Едим дома,9791.43,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-25 12:30:04,purchase,out,Кино,4291.9,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-25 18:30:41,purchase,out,АЗС,7462.17,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-25 19:00:33,purchase,out,Кафе и рестораны,7288.72,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-26 08:40:43,purchase,out,Кино,5522.21,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-26 11:50:24,purchase,out,Кино,4036.44,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-26 12:10:59,purchase,out,Продукты питания,13992.32,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-26 15:10:47,purchase,out,Смотрим дома,3970.29,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-26 18:20:12,purchase,out,Такси,6363.89,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-26 18:30:17,purchase,out,АЗС,18861.02,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-26 19:10:17,purchase,out,Кино,8165.44,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-27 10:50:28,purchase,out,Кафе и рестораны,7264.02,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-27 11:20:34,purchase,out,Кафе и рестораны,3315.44,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-27 12:10:52,purchase,out,Продукты питания,15906.4,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-27 18:50:46,purchase,out,Едим дома,7413.51,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-27 19:10:52,purchase,out,Такси,4364.54,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-28 08:40:42,purchase,out,Кафе и рестораны,7454.66,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-28 12:10:25,purchase,out,Продукты питания,13079.44,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-28 16:20:34,purchase,out,Едим дома,2814.86,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-28 18:20:43,purchase,out,Кафе и рестораны,5097.08,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-28 18:40:53,purchase,out,Такси,7008.06,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-28 19:20:29,purchase,out,Такси,6122.87,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-29 09:15:13,purchase,out,Такси,5053.3,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-29 09:50:55,purchase,out,Кино,7056.71,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-29 10:30:49,purchase,out,Играем дома,3998.91,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-29 12:50:06,purchase,out,Такси,6502.24,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-29 16:30:39,purchase,out,Такси,3819.26,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-29 19:00:15,purchase,out,Кино,4305.21,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-06-29 19:00:59,purchase,out,Кафе и рестораны,10947.02,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-01 18:30:22,purchase,out,АЗС,8141.96,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-01 19:40:07,purchase,out,Кино,6573.19,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-01 20:00:19,purchase,out,Едим дома,5231.46,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-01 20:40:56,purchase,out,Играем дома,5859.16,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-02 09:15:17,purchase,out,Такси,4729.25,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-02 10:40:34,purchase,out,Едим дома,4203.94,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-02 14:40:24,purchase,out,Играем дома,4742.64,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-04 08:30:45,purchase,out,Кино,6556.23,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-04 11:40:37,purchase,out,Такси,6092.58,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-04 11:50:23,purchase,out,Смотрим дома,3860.27,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-04 12:10:10,purchase,out,Продукты питания,21658.57,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-04 17:40:32,purchase,out,Такси,5035.62,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-04 18:30:52,purchase,out,Кино,8048.97,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-04 19:00:07,purchase,out,Кафе и рестораны,8279.88,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-05 11:00:05,purchase,out,Смотрим дома,3353.88,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-05 12:10:56,purchase,out,Продукты питания,13021.78,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-05 16:20:32,purchase,out,Играем дома,6315.32,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-05 19:00:14,purchase,out,Кафе и рестораны,10412.09,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-06 11:40:19,purchase,out,Такси,6411.21,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-06 12:10:40,purchase,out,Продукты питания,20078.19,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-06 18:20:50,purchase,out,Такси,5484.93,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-06 20:40:26,purchase,out,Кино,5175.18,KZT
25,Адиль,Кредит наличными,зп,Алматы,2025-07-07 12:10:49,purchase,out,Продукты питания,18216.63,KZT
